,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,242.3059959411621,3.1707417051738664,3.625299263000488,0.1435728576857135,True,30,sqrt,8,8,171,"{'bootstrap': True, 'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 8, 'n_estimators': 171}",0.9962248592182102,0.9980772762241918,0.9980489213852805,0.9980202688249384,0.9980229460827434,0.9976788543470729,0.0007272900945212972,5
1,697.7541265964508,8.531156359299516,1.7425013542175294,0.1985562484059536,True,60,,8,5,153,"{'bootstrap': True, 'max_depth': 60, 'max_features': None, 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 153}",0.9960098244944677,0.998670286337964,0.9985668004119732,0.998576390461239,0.9985433363714724,0.9980733276154232,0.0010326568360446346,3
2,260.5167601108551,6.514242937406069,2.8622533798217775,0.12697036595801778,False,20,log2,5,3,137,"{'bootstrap': False, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 3, 'n_estimators': 137}",0.9964726590401611,0.9983004576320305,0.9982789876011952,0.9982263586667584,0.998249218448469,0.9979055362777227,0.0007168835867571692,4
3,447.836288022995,26.768031710077242,5.30135326385498,0.5338310851885808,False,50,log2,5,2,253,"{'bootstrap': False, 'max_depth': 50, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 253}",0.9974297091795357,0.9989877598547254,0.9989656988635298,0.9989569717477375,0.99897735339456,0.9986634986080178,0.0006169826602352012,1
4,447.8770879745483,5.886126795860604,3.3403953552246093,0.26631897300741303,False,50,sqrt,9,18,268,"{'bootstrap': False, 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 18, 'n_estimators': 268}",0.9966884635030637,0.9985053197899271,0.9984506897838601,0.9984274583388061,0.998459009971902,0.998106188277512,0.0007093135256682136,2
