,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,2.379437303543091,0.09275627312180054,0.0583043098449707,0.0025141583169471116,gini,30,sqrt,8,8,"{'criterion': 'gini', 'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 8}",0.9342213114754099,0.9693715846994535,0.9645628415300547,0.9726092896174864,0.9704508196721311,0.9622431693989071,0.014256519044783287,3
1,5.929699373245239,0.12170339763345805,0.0435844898223877,0.004705758808541309,entropy,20,,8,5,"{'criterion': 'entropy', 'max_depth': 20, 'max_features': None, 'min_samples_leaf': 8, 'min_samples_split': 5}",0.9326092896174863,0.9819125683060109,0.9828005464480875,0.9808333333333333,0.9807513661202186,0.9717814207650273,0.01960058254632131,2
2,6.002014636993408,0.094185322473774,0.04341821670532227,0.004623043523353372,entropy,70,,6,3,"{'criterion': 'entropy', 'max_depth': 70, 'max_features': None, 'min_samples_leaf': 6, 'min_samples_split': 3}",0.9326366120218579,0.9847404371584699,0.9843032786885246,0.983620218579235,0.9846994535519126,0.974,0.02068560523137069,1
